FeatureID	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c
PF13569.9	3	2	5	2	0	8	2	0	9	3	0	4	11	7	1
PF03448.20	1	3	1	0	2	1	8	11	12	17	9	31	15	10	3
PF01769.19	1	3	0	0	2	1	8	7	12	17	9	26	15	9	3
PF07606.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF13442.9	0	0	0	0	0	0	0	0	0	0	1	4	1	6	1
PF06695.14	0	0	0	0	0	0	0	2	2	2	1	1	2	1	2
PF13595.9	0	0	0	0	1	0	0	2	4	14	22	37	1	14	14
PF04967.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF12225.11	2	6	0	1	0	0	0	0	1	4	1	1	1	2	2
PF17200.7	2	6	1	3	1	8	31	9	12	2	1	7	17	9	7
PF00089.29	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
PF09002.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF02798.23	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
PF00043.28	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
PF11734.11	2	2	0	1	1	2	1	7	9	3	9	17	8	10	5
PF05853.15	0	0	0	0	0	0	2	0	2	2	2	1	2	1	2
PF03551.17	0	1	2	1	1	6	6	20	21	17	39	35	18	20	19
PF10400.12	0	0	0	0	0	1	0	1	2	1	1	1	1	4	3
PF07848.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF08223.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF07729.15	3	3	7	4	3	15	9	10	18	17	13	22	6	24	24
PF01386.22	0	1	4	0	1	3	5	4	2	1	6	3	3	3	5
PF14693.9	0	1	4	0	1	3	5	4	2	1	6	3	3	3	5
PF13116.9	0	0	0	0	0	0	0	1	0	0	1	2	1	0	1
PF16199.8	1	0	1	0	0	1	5	3	1	2	3	3	6	12	2
PF11520.11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF02631.19	0	2	0	1	0	1	7	4	1	1	6	11	11	2	6
PF14319.9	3	10	5	3	2	10	45	10	4	8	11	15	16	11	9
PF04986.16	3	10	5	3	2	10	148	17	6	10	11	24	19	15	11
PF18974.3	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0
PF13699.9	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1
PF00092.31	0	0	2	4	3	3	16	21	27	22	21	68	37	30	21
PF14489.9	0	1	1	2	1	1	0	0	1	0	5	7	0	3	1
PF04383.16	0	0	5	0	0	0	21	11	14	11	26	23	9	6	11
PF05693.16	0	2	2	2	0	2	2	12	30	4	38	48	6	34	30
PF11897.11	1	1	2	2	1	3	0	9	20	4	28	33	2	16	15
PF12439.11	0	1	3	1	0	4	6	4	11	9	7	22	4	8	2
PF06202.17	0	1	3	1	0	4	6	4	12	9	7	22	4	8	2
PF03065.18	0	0	1	2	1	1	2	6	9	3	11	13	8	13	9
PF12708.10	0	1	7	3	1	4	6	4	10	1	5	4	9	9	7
PF00295.20	0	0	2	0	0	0	12	9	12	5	10	9	32	20	13
PF01095.22	0	0	0	0	0	0	244	40	83	97	18	14	315	29	48
PF07495.16	1	0	0	0	2	0	3	15	26	10	56	72	1	22	22
PF13636.9	0	1	2	1	0	1	8	10	12	4	11	16	4	8	8
PF02591.18	0	1	0	0	0	0	0	0	8	2	7	11	2	3	4
PF04205.17	3	2	6	3	1	7	12	6	16	11	18	28	8	13	13
PF03993.15	5	5	13	20	62	40	8	48	42	30	34	35	19	18	34
PF02308.19	2	0	1	1	2	0	2	6	4	6	2	4	6	4	3
PF13205.9	0	0	0	0	0	0	0	2	7	0	11	6	1	7	10
PF12831.10	0	0	0	0	0	0	0	3	6	2	15	19	1	4	8
PF10459.12	0	0	0	0	0	0	0	4	4	0	8	15	0	4	6
PF02475.19	0	0	1	0	1	0	0	0	2	1	3	8	1	4	4
PF13368.9	0	0	0	3	3	3	3	15	39	18	37	64	3	30	18
PF01975.20	0	0	0	0	0	0	0	1	1	1	5	6	3	3	1
PF04390.15	0	0	0	0	0	0	0	0	0	0	1	3	0	3	2
PF06824.14	1	0	0	0	0	0	0	1	2	0	2	5	2	6	0
PF14128.9	0	0	0	0	0	1	0	2	2	0	2	1	1	3	1
PF05681.17	10	5	9	5	1	5	6	9	19	15	12	32	9	19	20
PF16314.8	0	0	0	0	0	1	0	1	3	3	10	5	1	5	3
PF02347.19	1	0	4	2	3	2	1	14	18	14	19	24	7	10	13
PF13525.9	0	1	1	1	1	3	0	4	4	0	11	17	4	6	6
PF14805.9	1	0	0	0	0	2	0	1	1	1	6	1	0	0	3
PF02897.18	0	0	0	0	0	0	0	0	1	0	2	4	0	1	0
PF02405.19	0	0	0	0	0	0	0	1	1	2	1	4	0	0	0
PF01464.23	2	1	3	1	2	6	3	7	9	8	10	8	2	10	10
PF18935.3	0	0	0	0	0	1	1	2	6	1	11	23	2	14	6
PF13100.9	0	1	1	0	0	1	0	1	1	0	9	13	0	2	1
PF14134.9	0	0	1	0	1	1	3	2	5	4	2	9	0	0	0
PF00329.22	0	0	0	1	1	3	3	1	4	4	7	10	3	7	3
PF00346.22	0	0	0	1	1	3	4	1	6	5	7	10	3	6	3
PF19838.2	1	0	1	0	1	0	0	1	9	1	13	18	3	13	7
PF14123.9	0	0	0	0	0	1	0	1	2	2	2	3	3	1	3
PF08666.15	4	0	7	3	1	11	21	25	20	13	15	15	21	27	22
PF13740.9	0	0	1	2	0	0	2	2	7	5	7	22	3	7	7
PF14127.9	0	0	0	0	0	0	0	1	0	1	2	6	0	2	0
PF04773.16	0	0	0	0	0	0	1	8	11	2	21	27	8	16	18
PF16344.8	0	0	0	0	0	0	0	1	8	2	12	17	1	6	10
PF03571.18	0	0	6	0	2	0	0	14	14	8	26	32	2	18	12
PF02666.18	0	1	0	0	1	0	2	1	3	1	3	6	2	5	4
PF08665.15	0	3	7	4	2	7	30	9	13	12	18	16	18	13	10
PF07676.15	3	16	24	8	18	34	34	72	139	68	161	270	24	99	119
PF03169.18	2	0	2	0	1	1	2	3	15	2	14	20	5	11	10
PF02749.19	1	0	1	3	1	4	0	0	4	1	10	6	0	7	2
PF01729.22	1	0	1	3	1	4	0	0	5	1	11	7	1	7	3
PF03308.19	0	1	0	0	1	0	0	1	8	2	11	8	1	10	6
PF05896.14	0	0	0	0	0	1	0	1	5	2	12	11	0	8	2
PF11973.11	0	0	0	0	0	1	0	1	5	2	12	11	0	8	2
PF00970.27	5	3	9	7	0	9	2	11	18	20	14	25	12	17	13
PF07837.15	0	2	1	0	2	5	0	4	6	3	9	11	6	6	5
PF02971.17	0	2	1	0	2	5	0	4	6	3	9	11	6	6	5
PF04961.15	1	1	0	1	3	6	0	5	6	6	8	9	5	6	5
PF00221.22	2	1	2	2	3	3	5	2	6	6	14	19	8	6	6
PF04172.19	1	0	0	0	0	0	1	4	2	3	5	5	6	4	4
PF20600.1	0	1	0	0	0	1	0	2	4	0	2	8	1	2	6
PF06971.16	1	2	5	3	2	1	9	3	5	8	5	10	16	10	10
PF01252.21	1	2	4	1	0	3	9	5	7	8	11	16	21	9	15
PF19577.2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
PF02585.20	2	0	4	0	1	0	0	6	4	6	5	17	2	0	3
PF02498.20	0	1	0	1	0	0	3	3	9	1	14	8	1	5	14
PF03374.17	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
PF18956.3	0	0	0	0	0	0	0	2	3	0	3	4	4	0	2
PF09709.13	0	0	2	0	0	1	1	3	10	2	1	2	7	8	5
PF20463.1	0	1	0	0	0	0	4	5	6	3	6	9	7	6	8
PF12897.10	6	3	2	2	0	5	18	7	10	10	4	9	23	14	10
PF01011.24	0	0	0	0	0	0	0	0	2	0	4	0	0	0	1
PF13734.9	1	1	2	1	1	4	2	20	50	19	57	119	8	25	32
PF01640.20	1	1	2	1	1	4	2	20	50	19	53	117	8	23	31
PF09968.12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF07610.14	0	0	2	0	0	0	0	2	4	2	14	28	1	12	6
PF04443.15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF13650.9	0	0	0	0	0	0	1	1	0	2	0	0	1	3	1
PF13195.9	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
PF18741.4	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
PF11784.11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF08124.14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF02278.21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF02884.20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF06210.14	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PF17919.4	7	4	1	3	1	0	2	5	10	0	17	12	0	2	5
PF04453.17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
PF05359.14	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0
PF13191.9	0	0	0	0	0	0	0	0	1	1	3	1	1	1	2
PF10622.12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF10108.12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF05368.16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF12320.11	0	0	1	0	0	2	2	4	6	3	3	4	5	4	6
PF07705.14	1	0	0	0	0	0	0	0	4	6	14	17	0	1	8
PF08411.13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF07331.14	0	0	0	3	0	1	0	2	1	2	2	4	10	1	3
PF17651.4	3	3	0	1	1	1	2	10	1	10	0	10	14	10	9
PF14574.9	3	5	0	1	1	1	2	10	1	9	0	10	14	10	9
PF08468.14	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
PF12771.10	0	0	0	0	0	0	1	4	0	16	10	14	0	3	1
PF04632.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PF17850.4	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1
PF12857.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF03721.17	1	1	1	4	3	2	17	13	7	6	21	47	30	27	19
PF00984.22	1	1	1	4	3	2	17	13	7	6	22	46	30	27	19
PF03720.18	1	1	0	3	3	2	17	14	4	5	13	29	29	23	16
PF11974.11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
PF17972.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
PF17962.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
PF16123.8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF02578.18	0	0	0	0	2	4	2	4	6	1	8	15	10	13	10
PF07661.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF07593.15	0	0	0	0	0	0	0	2	0	0	2	1	0	0	1
PF13573.9	0	0	0	0	0	0	0	0	0	0	0	10	0	36	16
PF20314.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF13489.9	1	3	0	1	0	0	3	11	3	4	4	19	0	8	11
PF07876.15	1	0	0	0	0	0	1	3	4	1	2	7	3	1	0
PF18967.3	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0
PF14842.9	9	10	22	8	7	17	45	15	21	23	7	26	46	14	17
PF14841.9	9	10	22	8	7	17	45	15	21	23	7	26	46	14	17
PF01706.19	9	10	22	8	8	17	46	16	25	25	15	39	48	17	19
PF01888.20	0	2	0	0	0	0	1	8	7	1	7	6	3	16	17
PF00584.23	1	5	2	6	0	5	26	7	8	4	0	7	14	4	3
PF03786.16	4	3	3	2	0	11	25	4	6	9	9	11	57	16	15
PF15975.8	14	7	13	5	8	11	10	6	21	23	10	5	37	15	21
PF05139.17	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0
PF03682.16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF13710.9	1	0	0	4	0	1	7	4	2	3	3	15	8	5	4
PF13946.9	0	0	0	0	0	0	0	0	0	2	2	0	27	0	1
PF00041.24	8	35	116	15	25	90	19	40	69	31	27	6	49	70	58
PF13808.9	9	9	1	3	1	2	69	52	31	40	114	142	4	23	38
PF04332.18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF09481.13	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
PF09369.13	2	5	1	1	0	2	5	1	2	0	13	4	2	3	3
PF09839.12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF00331.23	2	10	4	2	0	4	33	0	16	0	4	2	1	3	0
PF03576.17	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0
PF13581.9	0	0	4	1	1	1	1	6	7	5	4	5	3	7	4
PF02621.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF01948.21	1	0	0	2	0	5	4	3	5	1	1	2	6	5	2
PF02748.18	1	0	0	2	0	5	5	7	6	1	7	10	7	7	6
PF05043.16	1	0	5	4	2	19	10	3	1	2	3	5	3	1	2
PF12683.10	3	1	1	5	0	3	32	0	10	13	5	4	55	5	2
PF05521.14	0	0	0	0	0	0	0	11	7	4	9	15	2	8	14
PF03713.16	0	0	0	0	0	0	2	0	1	0	0	1	1	1	1
PF06089.15	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4
PF08531.13	2	2	2	7	3	3	7	12	2	10	3	18	26	20	11
PF05592.14	2	2	2	7	3	3	7	12	2	10	3	17	26	19	11
PF17389.5	2	2	2	7	5	3	10	14	9	11	15	33	29	21	16
PF17390.5	2	2	2	7	3	3	7	12	2	10	2	15	24	17	10
PF16189.8	2	0	1	5	3	9	9	10	17	9	13	16	18	16	14
PF16188.8	2	0	1	5	3	9	9	10	17	9	13	16	18	15	14
PF00815.23	0	2	2	0	0	3	10	6	9	7	2	9	13	4	5
PF09861.12	1	4	7	3	1	3	11	7	10	7	1	6	4	1	3
PF13555.9	1	2	1	1	1	2	1	10	21	7	6	22	7	18	13
PF03480.16	4	1	8	1	0	13	49	8	22	20	12	13	42	9	15
PF07679.19	0	0	0	0	0	0	0	1	0	0	2	0	0	10	1
PF01436.24	0	4	3	0	1	0	37	8	8	0	4	0	0	4	4
PF04122.15	0	0	0	0	0	0	0	3	0	3	6	3	0	0	0
PF03534.16	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
PF12256.11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
PF07863.14	0	0	0	0	0	0	0	1	6	7	8	21	0	10	7
PF02613.18	1	3	0	0	1	0	1	0	0	1	0	0	0	2	0
PF12411.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13280.9	3	3	3	6	5	5	11	51	38	35	55	101	46	61	98
PF01856.20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF01798.21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF04339.15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF01223.26	0	0	0	0	0	0	0	1	0	0	2	3	1	2	4
PF04216.15	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
PF02639.17	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
PF17125.8	0	2	2	2	0	4	8	9	13	4	15	18	6	11	9
PF17126.8	0	1	2	1	0	1	8	7	9	3	5	10	4	8	6
PF02635.18	0	0	1	0	1	0	1	0	0	2	0	1	1	1	0
PF14265.9	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0
PF05231.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF07396.14	0	0	0	0	0	0	1	3	4	3	7	5	0	2	4
PF03591.17	1	0	1	0	0	2	3	1	1	2	0	1	5	3	1
PF12791.10	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
PF14526.9	0	1	0	3	0	8	4	13	22	11	29	39	16	24	29
PF05635.14	0	0	0	0	0	0	0	2	5	1	8	6	6	9	4
PF14815.9	0	1	2	1	0	1	8	11	1	3	4	13	13	10	10
PF14289.9	0	0	0	0	0	0	0	1	2	1	3	4	1	3	0
PF04982.16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF02669.18	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1
PF07695.14	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1
PF01375.20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF00850.22	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0
PF09210.14	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
PF03476.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03206.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01347.25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF20030.2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
PF17868.4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
PF02423.18	0	0	0	0	0	0	0	0	1	0	0	1	0	5	2
PF19732.2	0	0	0	1	1	1	1	1	4	3	2	10	5	8	11
PF13606.9	0	0	0	0	0	1	1	0	1	2	1	2	0	0	0
PF01874.19	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
PF07927.15	7	10	14	3	2	22	35	6	5	9	15	3	49	4	7
PF18443.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF18426.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF04228.16	0	0	0	0	0	0	0	1	0	0	3	3	0	3	0
PF00759.22	0	0	0	0	0	0	0	5	6	3	0	5	4	2	7
PF00942.21	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
PF13843.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF09546.13	0	0	1	0	0	0	1	4	5	3	5	8	6	6	7
PF07293.14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PF06691.14	1	1	1	2	2	1	1	6	0	1	1	3	2	4	0
PF04389.20	0	0	1	0	1	0	0	1	0	2	4	6	1	3	2
PF07934.15	0	0	1	0	0	0	2	2	1	3	2	0	10	6	4
PF03705.18	5	7	6	9	1	18	55	20	14	8	6	8	75	7	6
PF01739.21	5	7	6	9	1	18	57	20	14	8	7	8	76	7	6
PF00902.21	0	0	0	0	0	0	0	1	1	1	0	4	0	1	0
PF02557.20	0	0	1	0	1	3	9	4	8	3	8	10	12	11	9
PF13199.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07583.14	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0
PF07587.14	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0
PF00400.35	0	0	0	0	0	0	0	14	21	0	1	36	0	0	13
PF13492.9	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PF13602.9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PF13459.9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF05201.18	1	0	1	0	0	3	3	4	3	5	5	5	1	5	1
PF01488.23	1	2	1	0	0	3	3	6	4	0	6	8	2	11	5
PF00745.23	0	0	1	0	0	1	0	2	1	0	4	0	1	5	1
PF05036.16	0	1	1	2	0	0	1	1	3	2	1	1	0	3	4
PF11791.11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF06434.16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF04076.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13351.9	0	0	0	0	0	0	0	5	4	10	15	49	1	16	8
PF13101.9	0	0	0	0	0	0	0	5	4	10	18	55	2	18	8
PF00112.26	1	1	4	0	2	11	4	12	17	14	16	6	16	20	21
PF13483.9	4	3	6	3	0	10	1	6	4	3	7	3	5	8	11
PF14010.9	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
PF04366.15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF00545.23	0	0	0	0	0	0	2	1	1	0	0	0	2	2	0
PF02265.19	0	0	1	0	0	0	0	1	2	1	6	9	0	3	3
PF12729.10	42	41	34	24	9	33	88	70	44	51	19	29	86	34	33
PF12081.11	0	0	0	0	0	0	0	2	2	0	6	7	0	2	1
PF12080.11	0	0	0	0	0	0	0	2	2	0	6	7	0	2	1
PF00449.23	0	0	1	0	1	0	8	3	5	1	10	18	2	6	3
PF12099.11	0	0	1	0	1	0	0	2	5	0	12	19	1	19	9
PF06969.19	0	1	0	0	0	5	7	7	14	5	5	15	6	9	8
PF03544.17	0	0	5	1	2	1	13	16	37	38	27	27	8	7	8
PF03631.18	0	0	0	2	0	0	6	5	10	3	12	18	41	12	11
PF07584.14	0	0	0	0	1	4	2	6	15	2	11	16	8	15	16
PF04402.17	1	0	0	0	0	3	7	4	4	4	3	9	9	3	2
PF14121.9	0	0	0	0	0	0	1	5	2	1	14	19	0	6	1
PF02261.19	0	0	2	1	0	1	1	2	4	1	4	4	0	6	2
PF01790.21	2	2	1	1	0	2	2	2	7	5	4	8	16	10	4
PF03486.17	3	2	2	6	0	7	10	14	17	13	8	15	8	25	20
PF02544.19	0	0	0	0	0	0	0	1	3	0	2	6	3	3	0
PF01930.20	0	1	1	0	0	1	2	0	3	1	2	6	3	1	2
PF07885.19	0	0	0	0	0	1	0	2	4	0	8	8	2	5	7
PF14905.9	0	1	0	0	0	2	0	18	21	18	53	90	1	19	20
PF03237.18	0	0	0	0	0	0	0	1	5	1	7	6	0	4	7
PF00930.24	1	1	0	0	1	0	1	3	2	2	7	8	1	5	4
PF08522.13	0	0	0	0	0	0	1	2	4	2	5	3	0	2	5
PF16141.8	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1
PF12741.10	0	0	0	1	0	1	1	2	1	1	3	2	1	3	4
PF07660.17	0	0	0	3	0	1	0	6	19	9	29	50	1	6	14
PF14491.9	0	0	1	0	0	0	1	3	0	3	6	12	3	3	6
PF12680.10	0	1	1	0	1	1	0	1	5	2	11	5	13	4	6
PF09992.12	0	0	0	1	4	0	1	0	3	7	10	9	5	2	6
PF03816.17	5	6	7	5	3	8	32	22	18	11	12	31	35	24	12
PF00479.25	0	0	0	0	0	0	0	0	0	1	1	1	0	1	3
PF02781.19	0	0	0	0	0	0	0	0	0	1	1	1	0	1	3
PF04371.18	0	0	0	0	0	1	0	1	2	0	4	5	0	3	2
PF08364.14	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
PF01575.22	0	0	0	0	1	0	0	0	1	0	1	2	0	2	2
PF16331.8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF04052.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00656.25	1	0	0	0	0	0	0	5	0	2	1	1	6	0	1
PF04820.17	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
PF03776.17	1	1	1	1	0	1	4	0	3	1	0	2	8	2	1
PF01794.22	0	0	0	1	0	0	0	0	2	1	0	1	3	0	0
PF07519.14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
PF05230.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF01730.19	0	0	0	0	0	0	2	0	0	0	1	2	0	1	1
PF08984.14	2	2	1	1	0	0	10	6	2	6	2	3	32	1	8
PF04069.15	2	0	0	0	0	0	1	6	1	7	1	1	2	5	0
PF04230.16	5	3	6	4	1	18	1	10	8	10	7	19	22	17	17
PF03773.16	0	0	0	0	0	0	0	3	0	1	1	5	0	3	4
PF05661.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF00374.22	0	0	0	0	0	0	1	0	0	1	3	2	0	0	7
PF03806.16	0	0	0	0	0	3	0	1	0	1	1	4	3	0	0
PF03934.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
PF09963.12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PF00677.20	0	0	0	0	0	0	0	0	2	2	4	0	0	4	8
PF04237.16	1	0	0	0	1	1	3	4	1	1	0	6	2	2	4
PF03006.23	2	3	1	7	1	5	17	1	4	5	1	3	209	4	0
PF11276.11	0	0	0	0	0	2	0	0	4	0	7	11	0	5	5
PF00529.23	0	0	0	0	0	0	0	0	3	4	1	1	0	1	1
PF16153.8	0	0	0	0	0	0	0	0	4	1	10	12	0	12	3
PF10758.12	0	0	0	1	0	0	0	3	14	12	8	26	0	14	5
PF13431.9	0	0	0	0	0	1	0	0	2	0	1	0	0	1	1
PF00885.22	0	0	0	1	0	1	1	1	0	0	1	1	2	3	0
PF01253.25	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0
PF03648.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
PF07488.15	0	0	1	0	0	0	0	0	1	0	2	1	0	0	1
PF07477.15	0	0	1	0	0	0	0	0	1	0	2	1	0	0	1
PF19040.3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
PF05949.15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF14036.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06039.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14504.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03447.19	1	2	3	4	0	3	15	12	7	8	6	9	13	12	11
PF00742.22	1	2	3	4	0	3	15	12	7	8	6	9	13	12	10
PF10112.12	1	1	1	1	0	6	13	15	3	2	6	12	8	10	9
PF00032.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02230.19	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0
PF07408.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14542.9	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0
PF04264.16	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
PF01379.23	1	0	0	5	0	4	5	6	3	1	4	4	0	6	4
PF03900.18	0	0	0	0	0	3	0	3	0	1	2	2	0	0	1
PF05650.14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PF13521.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF02628.18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF05220.15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF19342.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF02624.19	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
PF03963.17	18	20	25	12	5	24	15	13	17	20	5	4	39	6	14
PF13861.9	1	1	0	0	0	0	0	0	2	2	1	0	0	1	1
PF16491.8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PF17967.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF11852.11	0	0	0	0	0	0	0	0	6	1	7	7	0	1	6
PF11138.11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF12508.11	1	0	0	0	1	0	0	2	9	11	27	50	1	18	11
PF10117.12	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0
PF07689.15	0	0	0	0	0	0	0	1	2	0	2	2	0	0	0
PF03382.17	0	0	0	2	0	6	20	1	8	21	20	3	42	14	6
PF17883.4	0	0	0	20	0	58	0	0	0	175	0	0	274	0	0
PF01935.20	0	1	1	2	0	1	2	13	30	27	31	42	12	30	34
PF03596.16	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PF13542.9	0	0	0	0	0	1	1	15	4	2	2	20	2	12	2
PF13719.9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PF11906.11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
PF13814.9	0	0	0	0	0	0	0	0	0	0	5	1	0	2	0
PF09286.14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF13970.9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF15902.8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
PF10396.12	1	0	0	1	0	0	2	12	10	10	14	23	5	13	9
